,tournament_index,round,players,result
2970,103,2nd round,"[3] Jemyca Aribado (PHI) bt [9/16] Seunghee Oh (KOR)
							[h2h]","7-11, 11-6, 5-11, 11-6, 12-10 (46m)"
2971,103,2nd round,"Tanvi Khanna (IND) bt [4] Colette Sultana (MLT)
							[h2h]","11-1, 11-9, 11-6 (19m)"
2972,103,2nd round,"[9/16] Jessica Keng (MAS) bt [5] Nazihah Hanis (MAS)
							[h2h]","9-11, 11-4, 11-7, 11-8 (29m)"
2973,103,2nd round,"[9/16] Sneha Sivakumar (SGP) bt [7] Au Yeong Wai Yhann (SGP)
							[h2h]","8-11, 11-8, 11-6, 6-11, 11-6 (44m)"
2974,103,2nd round,"[2] Lee Ka Yi (HKG) bt [9/16] Sachika Balvani (IND)
							[h2h]","11-6, 11-7, 11-1 (19m)"
2975,103,1st round,[1] Low Wee Wern (MAS),bye
2976,103,1st round,"Chen Yu Ng (MAS) bt [9/16] Lin Chiao-Chi (TPE)
							[h2h]","11-8, 5-11, 11-6, 6-11, 11-7 (31m)"
2977,103,1st round,"[9/16] Dong Ju Song (KOR) bt Hanaan Abo Al Thinin (SGP)
							[h2h]","11-4, 11-1, 11-7 (15m)"
2978,103,1st round,[8] Angie Ooi (MAS),bye
2979,103,1st round,[6] Sunayna Kuruvilla (IND),bye
2980,103,1st round,"[9/16] Aparajitha Balamurukan (IND) bt Erin Chan (SGP)
							[h2h]","11-2, 11-2, 11-2 (9m)"
2981,103,1st round,"[9/16] Seunghee Oh (KOR) bt Yukino Tan (SGP)
							[h2h]",w/o
2982,103,1st round,[3] Jemyca Aribado (PHI),bye
2983,103,1st round,[4] Colette Sultana (MLT),bye
2984,103,1st round,"Tanvi Khanna (IND) bt [9/16] Anantana Prasertratanakul (THA)
							[h2h]","11-3, 11-5, 11-6 (15m)"
2985,103,1st round,"[9/16] Jessica Keng (MAS) bt Gracia Chua Rui En (SGP)
							[h2h]","11-1, 11-3, 11-0 (13m)"
2986,103,1st round,[5] Nazihah Hanis (MAS),bye
2987,103,1st round,[7] Au Yeong Wai Yhann (SGP),bye
2988,103,1st round,[9/16] Sneha Sivakumar (SGP),bye
2989,103,1st round,"[9/16] Sachika Balvani (IND) bt Keertana Veerayah (SGP)
							[h2h]","11-3, 11-7, 11-4 (16m)"
2990,103,1st round,[2] Lee Ka Yi (HKG),bye
2991,104,Final,"[9/16] Melissa Alves (FRA) bt [8] Grace Gear (ENG)
							[h2h]","11-7, 11-7, 11-4"
2992,104,Semi-finals,"[9/16] Melissa Alves (FRA) bt [9/16] Jana Shiha (EGY)
							[h2h]","15-13, 6-11, 11-1, 11-9 (42m)"
2993,104,Semi-finals,"[8] Grace Gear (ENG) bt [2] Rachael Chadwick (ENG)
							[h2h]","8-11, 11-5, 11-5, 11-7 (34m)"
2994,104,Quarter-finals,"[9/16] Jana Shiha (EGY) bt [1] Menna Hamed (EGY)
							[h2h]","8-11, 11-5, 11-4, 11-5 (35m)"
2995,104,Quarter-finals,"[9/16] Melissa Alves (FRA) bt [4] Anna Serme (CZE)
							[h2h]","7-11, 11-4, 11-6, 11-3 (33m)"
2996,104,Quarter-finals,"[8] Grace Gear (ENG) bt [3] Kace Bartley (ENG)
							[h2h]","11-4, 11-3, 11-8 (22m)"
2997,104,Quarter-finals,"[2] Rachael Chadwick (ENG) bt [9/16] Georgia Adderley (SCO)
							[h2h]","14-12, 11-4, 5-11, 11-7 (36m)"
2998,104,2nd round,"[1] Menna Hamed (EGY) bt [9/16] Celine Walser (SUI)
							[h2h]","11-4, 11-1, 11-3 (19m)"
2999,104,2nd round,"[9/16] Jana Shiha (EGY) bt [6] Jasmine Hutton (ENG)
							[h2h]","7-11, 11-6, 11-9, 11-3 (40m)"
3000,104,2nd round,"[9/16] Melissa Alves (FRA) bt [5] Tessa ter Sluis (NED)
							[h2h]","11-4, 12-10, 7-11, 11-1 (33m)"
3001,104,2nd round,"[4] Anna Serme (CZE) bt [9/16] Sanne Veldkamp (NED)
							[h2h]","11-8, 11-2, 11-2 (22m)"
3002,104,2nd round,"[3] Kace Bartley (ENG) bt [WC] Marie Stephan (FRA)
							[h2h]","11-8, 12-10, 5-11, 6-11, 11-9 (41m)"
3003,104,2nd round,"[8] Grace Gear (ENG) bt [9/16] Taba Taghavi (IRI)
							[h2h]","11-8, 11-3, 11-2 (20m)"
3004,104,2nd round,"[9/16] Georgia Adderley (SCO) bt [7] Cristina Gomez (ESP)
							[h2h]","7-11, 11-9, 11-6, 11-6 (43m)"
3005,104,2nd round,"[2] Rachael Chadwick (ENG) bt [WC] Fanny Segers (FRA)
							[h2h]","11-1, 11-6, 9-11, 11-3 (29m)"
3006,104,1st round,[1] Menna Hamed (EGY),bye
3007,104,1st round,"[9/16] Celine Walser (SUI) bt Bruna Marchesi Petrillo (BRA)
							[h2h]","11-2, 11-4, 11-7 (17m)"
3008,104,1st round,"[9/16] Jana Shiha (EGY) bt [WC] Yuna Loaec (FRA)
							[h2h]","11-3, 11-3, 11-4 (18m)"
3009,104,1st round,[6] Jasmine Hutton (ENG),bye
3010,104,1st round,[5] Tessa ter Sluis (NED),bye
3011,104,1st round,"[9/16] Melissa Alves (FRA) bt Karina Tyma (POL)
							[h2h]","11-3, 11-4, 9-11, 11-6 (28m)"
3012,104,1st round,"[9/16] Sanne Veldkamp (NED) bt Paulina Krzywicka (POL)
							[h2h]","4-11, 8-11, 11-9, 13-11, 11-6 (46m)"
3013,104,1st round,[4] Anna Serme (CZE),bye
3014,104,1st round,[3] Kace Bartley (ENG),bye
3015,104,1st round,"[WC] Marie Stephan (FRA) bt [9/16] Alicia Mead (ENG)
							[h2h]","11-9, 11-3, 11-4 (21m)"
3016,104,1st round,"[9/16] Taba Taghavi (IRI) bt [WC] Marion Romba (FRA)
							[h2h]","6-11, 11-9, 11-8, 14-12 (36m)"
3017,104,1st round,[8] Grace Gear (ENG),bye
3018,104,1st round,[7] Cristina Gomez (ESP),bye
3019,104,1st round,"[9/16] Georgia Adderley (SCO) bt Elspeth Young (SCO)
							[h2h]","12-10, 12-10, 11-5 (34m)"
3020,104,1st round,"[WC] Fanny Segers (FRA) bt [9/16] Lowri Roberts (WAL)
							[h2h]","6-11, 11-9, 11-6, 7-11, 17-15 (43m)"
3021,104,1st round,[2] Rachael Chadwick (ENG),bye
3022,105,Final,"[5] Joelle King (NZL) bt [2] Raneem El Welily (EGY)
							[h2h]","11-4, 12-10, 19-17 (48m)"
3023,105,Semi-finals,"[5] Joelle King (NZL) bt [8] Sarah-Jane Perry (ENG)
							[h2h]","11-7, 11-3, 11-7 (34m)"
3024,105,Semi-finals,"[2] Raneem El Welily (EGY) bt [7] Nouran Gohar (EGY)
							[h2h]","13-11, 10-12, 11-8, 9-11, 11-7 (66m)"
3025,105,Quarter-finals,"[8] Sarah-Jane Perry (ENG) bt [1] Nour El Sherbini (EGY)
							[h2h]","7-11, 11-7, 11-13, 11-8, 11-5 (58m)"
3026,105,Quarter-finals,"[5] Joelle King (NZL) bt [3] Nour El Tayeb (EGY)
							[h2h]","11-8, 11-8, 11-5 (28m)"
3027,105,Quarter-finals,"[7] Nouran Gohar (EGY) bt [4] Camille Serme (FRA)
							[h2h]","11-6, 7-11, 9-11, 11-9, 11-3 (57m)"
3028,105,Quarter-finals,"[2] Raneem El Welily (EGY) bt Joey Chan (HKG)
							[h2h]","11-2, 11-8, 11-6 (22m)"
3029,105,3rd round,"[1] Nour El Sherbini (EGY) bt Amanda Sobhy (USA)
							[h2h]","11-6, 11-6, 11-13, 13-11 (44m)"
3030,105,3rd round,"[8] Sarah-Jane Perry (ENG) bt [12] Tesni Evans (WAL)
							[h2h]","7-11, 15-17, 11-8, 11-3, 11-4 (78m)"
3031,105,3rd round,"[5] Joelle King (NZL) bt Hania El Hammamy (EGY)
							[h2h]","11-8, 7-11, 11-7, 11-3 (41m)"
3032,105,3rd round,"[3] Nour El Tayeb (EGY) bt [14] Joshna Chinappa (IND)
							[h2h]","11-6, 11-4, 10-12, 11-8 (41m)"
3033,105,3rd round,"[4] Camille Serme (FRA) bt Millie Tomlinson (ENG)
							[h2h]","11-7, 11-5, 11-8 (32m)"
3034,105,3rd round,"[7] Nouran Gohar (EGY) bt [9] Alison Waters (ENG)
							[h2h]","14-12, 12-10, 11-8 (37m)"
3035,105,3rd round,"Joey Chan (HKG) bt Yathreb Adel (EGY)
							[h2h]","11-2, 8-11, 11-8, 11-8 (34m)"
3036,105,3rd round,"[2] Raneem El Welily (EGY) bt [13] Victoria Lust (ENG)
							[h2h]","10-12, 11-4, 11-7, 11-5 (37m)"
3037,105,2nd round,"[1] Nour El Sherbini (EGY) bt Nele Gilis (BEL)
							[h2h]","11-4, 11-4, 11-5 (27m)"
3038,105,2nd round,"Amanda Sobhy (USA) bt [10] Annie Au (HKG)
							[h2h]","11-9, 8-11, 11-5, 11-6 (38m)"
3039,105,2nd round,"[12] Tesni Evans (WAL) bt Julianne Courtice (ENG)
							[h2h]","11-7, 11-4, 11-8 (29m)"
3040,105,2nd round,"[8] Sarah-Jane Perry (ENG) bt Zeina Mickawy (EGY)
							[h2h]","8-11, 11-4, 11-7, 11-8 (40m)"
3041,105,2nd round,"[5] Joelle King (NZL) bt Mayar Hany (EGY)
							[h2h]","11-3, 8-11, 11-5, 11-5 (30m)"
3042,105,2nd round,"Hania El Hammamy (EGY) bt [16] Olivia Blatchford Clyne (USA)
							[h2h]","11-8, 11-9, 11-5 (29m)"
3043,105,2nd round,"[14] Joshna Chinappa (IND) bt Milou van der Heijden (NED)
							[h2h]","9-11, 11-5, 11-9, 11-3 (36m)"
3044,105,2nd round,"[3] Nour El Tayeb (EGY) bt Fiona Moverley (ENG)
							[h2h]","11-7, 11-5, 11-7 (27m)"
3045,105,2nd round,"[4] Camille Serme (FRA) bt Rachael Grinham (AUS)
							[h2h]","11-4, 11-6, 11-0 (20m)"
3046,105,2nd round,"Millie Tomlinson (ENG) bt [11] Nicol David (MAS)
							[h2h]","12-10, 0-11, 8-11, 11-7, 11-6 (49m)"
3047,105,2nd round,"[9] Alison Waters (ENG) bt Danielle Letourneau (CAN)
							[h2h]","14-12, 11-7, 11-9 (30m)"
3048,105,2nd round,"[7] Nouran Gohar (EGY) bt Emily Whitlock (ENG)
							[h2h]","11-3, 11-1, 11-6 (22m)"
3049,105,2nd round,"Yathreb Adel (EGY) bt [6] Laura Massaro (ENG)
							[h2h]","11-5, 11-6, 12-14, 11-3 (32m)"
3050,105,2nd round,"Joey Chan (HKG) bt [15] Salma Hany (EGY)
							[h2h]","9-11, 11-5, 11-8, 15-17, 11-7 (47m)"
3051,105,2nd round,"[13] Victoria Lust (ENG) bt Hollie Naughton (CAN)
							[h2h]","11-5, 7-11, 11-5, 11-5 (34m)"
3052,105,2nd round,"[2] Raneem El Welily (EGY) bt Rowan Elaraby (EGY)
							[h2h]","11-6, 11-5, 11-1 (20m)"
3053,105,1st round,[1] Nour El Sherbini (EGY),bye
3054,105,1st round,"Nele Gilis (BEL) bt Liu Tsz-Ling (HKG)
							[h2h]","8-11, 11-8, 11-8, 8-11, 11-6 (64m)"
3055,105,1st round,"Amanda Sobhy (USA) bt Amanda Landers-Murphy (NZL)
							[h2h]","11-4, 11-8, 11-2 (20m)"
3056,105,1st round,[10] Annie Au (HKG),bye
3057,105,1st round,[12] Tesni Evans (WAL),bye
3058,105,1st round,"Julianne Courtice (ENG) bt Mariam Metwally (EGY)
							[h2h]","11-13, 5-11, 11-8, 11-9, 12-10 (56m)"
3059,105,1st round,"Zeina Mickawy (EGY) bt Low Wee Wern (MAS)
							[h2h]","11-9, 12-14, 11-4, 11-7 (44m)"
3060,105,1st round,[8] Sarah-Jane Perry (ENG),bye
3061,105,1st round,[5] Joelle King (NZL),bye
3062,105,1st round,"Mayar Hany (EGY) bt Ho Tze-Lok (HKG)
							[h2h]","15-13, 11-7, 10-12, 8-11, 11-9 (51m)"
3063,105,1st round,"Hania El Hammamy (EGY) bt Sivasangari Subramaniam (MAS)
							[h2h]","11-9, 10-12, 11-7, 11-8 (43m)"
3064,105,1st round,[16] Olivia Blatchford Clyne (USA),bye
3065,105,1st round,[14] Joshna Chinappa (IND),bye
3066,105,1st round,"Milou van der Heijden (NED) bt [WC] Lee Ka Yi (HKG)
							[h2h]","11-5, 9-11, 11-7, 11-7 (32m)"
3067,105,1st round,"Fiona Moverley (ENG) bt Tong Tsz-Wing (HKG)
							[h2h]","11-9, 11-5, 7-11, 11-7 (37m)"
3068,105,1st round,[3] Nour El Tayeb (EGY),bye
3069,105,1st round,[4] Camille Serme (FRA),bye
3070,105,1st round,"Rachael Grinham (AUS) bt Tinne Gilis (BEL)
							[h2h]","11-7, 8-11, 14-12, 11-5 (37m)"
3071,105,1st round,"Millie Tomlinson (ENG) bt Nada Abbas (EGY)
							[h2h]","11-7, 3-11, 11-7, 11-8 (38m)"
3072,105,1st round,[11] Nicol David (MAS),bye
3073,105,1st round,[9] Alison Waters (ENG),bye
3074,105,1st round,"Danielle Letourneau (CAN) bt Nadine Shahin (EGY)
							[h2h]","11-5, 11-3, 11-6 (23m)"
3075,105,1st round,"Emily Whitlock (ENG) bt [WC] Vanessa Chu (HKG)
							[h2h]","11-6, 12-10, 11-6 (31m)"
3076,105,1st round,[7] Nouran Gohar (EGY),bye
3077,105,1st round,[6] Laura Massaro (ENG),bye
3078,105,1st round,"Yathreb Adel (EGY) bt Haley Mendez (USA)
							[h2h]","6-11, 11-1, 11-4, 11-6 (25m)"
3079,105,1st round,"Joey Chan (HKG) bt Alexandra Fuller (RSA)
							[h2h]","11-7, 10-12, 11-2, 11-7 (38m)"
3080,105,1st round,[15] Salma Hany (EGY),bye
3081,105,1st round,[13] Victoria Lust (ENG),bye
3082,105,1st round,"Hollie Naughton (CAN) bt Coline Aumard (FRA)
							[h2h]","12-10, 6-2 ret. (15m)"
3083,105,1st round,"Rowan Elaraby (EGY) bt Rachel Arnold (MAS)
							[h2h]","11-9, 12-10, 12-14, 9-11, 11-3 (53m)"
3084,105,1st round,[2] Raneem El Welily (EGY),bye
3085,106,Final,"[3] Farida Mohamed (EGY) bt Amina El Rihany (EGY)
							[h2h]","11-4, 6-11, 11-4, 11-0 (19m)"
3086,106,Semi-finals,"Amina El Rihany (EGY) bt [1] Madina Zafar (PAK)
							[h2h]","11-6, 5-11, 11-9, 11-5 (24m)"
3087,106,Semi-finals,"[3] Farida Mohamed (EGY) bt [2] Ooi Kah Yan (MAS)
							[h2h]","10-12, 11-2, 11-7, 11-9 (24m)"
3088,106,Quarter-finals,"[1] Madina Zafar (PAK) bt [9/16] Saima Shoukat (PAK)
							[h2h]","11-1, 11-7, 12-10 (15m)"
3089,106,Quarter-finals,"Amina El Rihany (EGY) bt [4] Farah Momen (EGY)
							[h2h]","12-10, 11-3, 11-5 (23m)"
3090,106,Quarter-finals,"[3] Farida Mohamed (EGY) bt [8] Amna Fayyaz (PAK)
							[h2h]","11-2, 11-7, 11-3 (14m)"
3091,106,Quarter-finals,"[2] Ooi Kah Yan (MAS) bt [6] Riffat Khan (PAK)
							[h2h]","11-3, 11-9, 11-6 (18m)"
3092,106,2nd round,"[1] Madina Zafar (PAK) bt [9/16] Komal Khan (PAK)
							[h2h]","11-8, 11-4, 11-7 (16m)"
3093,106,2nd round,"[9/16] Saima Shoukat (PAK) bt [5] Sadia Gul (PAK)
							[h2h]","11-6, 11-4, 11-7 (16m)"
3094,106,2nd round,"Amina El Rihany (EGY) bt [7] Anam Mustafa Aziz (PAK)
							[h2h]","11-2, 11-4, 11-2 (10m)"
3095,106,2nd round,"[4] Farah Momen (EGY) bt Zaynab Khan (PAK)
							[h2h]","11-2, 11-2, 11-3 (12m)"
3096,106,2nd round,"[3] Farida Mohamed (EGY) bt [9/16] Zoya Khalid (PAK)
							[h2h]","11-2, 11-1, 11-1 (13m)"
3097,106,2nd round,"[8] Amna Fayyaz (PAK) bt Nimra Aqeel (PAK)
							[h2h]","11-5, 11-6, 11-3 (15m)"
3098,106,2nd round,"[6] Riffat Khan (PAK) bt [9/16] Moqaddas Ashraf (PAK)
							[h2h]","6-11, 6-11, 11-6, 11-7, 11-9 (36m)"
3099,106,2nd round,"[2] Ooi Kah Yan (MAS) bt [9/16] Rushna Mehboob (PAK)
							[h2h]","11-3, 11-6, 11-3 (14m)"
3100,106,1st round,[1] Madina Zafar (PAK),bye
3101,106,1st round,"[9/16] Komal Khan (PAK) bt Ilsa Imran (PAK)
							[h2h]","12-10, 11-8, 11-5 (13m)"
3102,106,1st round,"[9/16] Saima Shoukat (PAK) bt Neha Kamal Khan (PAK)
							[h2h]","11-2, 11-5, 11-3 (15m)"
3103,106,1st round,[5] Sadia Gul (PAK),bye
3104,106,1st round,[7] Anam Mustafa Aziz (PAK),bye
3105,106,1st round,"Amina El Rihany (EGY) bt [9/16] Maqaddas Javed (PAK)
							[h2h]","11-1, 11-1, 11-3 (12m)"
3106,106,1st round,"Zaynab Khan (PAK) bt [9/16] Noor Ul Huda (PAK)
							[h2h]","11-3, 12-10, 5-11, 11-6 (21m)"
3107,106,1st round,[4] Farah Momen (EGY),bye
3108,106,1st round,[3] Farida Mohamed (EGY),bye
3109,106,1st round,[9/16] Zoya Khalid (PAK),bye
3110,106,1st round,"Nimra Aqeel (PAK) bt [9/16] Fehmina Asim (PAK)
							[h2h]","5-11, 11-9, 9-11, 11-7, 11-9 (22m)"
3111,106,1st round,[8] Amna Fayyaz (PAK),bye
3112,106,1st round,[6] Riffat Khan (PAK),bye
3113,106,1st round,"[9/16] Moqaddas Ashraf (PAK) bt Myra Saleem (PAK)
							[h2h]","11-7, 11-2, 11-5 (14m)"
3114,106,1st round,"[9/16] Rushna Mehboob (PAK) bt Mehwish Ayub (PAK)
							[h2h]",w/o
3115,106,1st round,[2] Ooi Kah Yan (MAS),bye
3116,107,Final,"[2] Menna Hamed (EGY) bt [9/16] Lily Taylor (ENG)
							[h2h]","11-8, 5-11, 11-3, 11-7"
3117,107,Semi-finals,"[9/16] Lily Taylor (ENG) bt [5] Rachael Chadwick (ENG)
							[h2h]","11-8, 11-8, 11-4"
3118,107,Semi-finals,"[2] Menna Hamed (EGY) bt [7] Jasmine Hutton (ENG)
							[h2h]","13-15, 12-10, 9-11, 11-3, 11-7"
3119,107,Quarter-finals,"[9/16] Lily Taylor (ENG) bt [1] Sarah Cardwell (AUS)
							[h2h]","11-8, 11-5, 11-3"
3120,107,Quarter-finals,"[5] Rachael Chadwick (ENG) bt [9/16] Cindy Merlo (SUI)
							[h2h]","11-3, 11-9, 13-11"
3121,107,Quarter-finals,"[7] Jasmine Hutton (ENG) bt [3] Ineta Mackevica (LAT)
							[h2h]","10-12, 3-11, 11-9, 11-7, 11-8"
3122,107,Quarter-finals,"[2] Menna Hamed (EGY) bt [6] Chloe Mesic (FRA)
							[h2h]","13-11, 11-8, 4-11, 11-3"
3123,107,2nd round,"[1] Sarah Cardwell (AUS) bt Celine Walser (SUI)
							[h2h]","11-9, 11-5, 11-8 (27m)"
3124,107,2nd round,"[9/16] Lily Taylor (ENG) bt [8] Grace Gear (ENG)
							[h2h]","11-3, 9-11, 11-9, 11-2 (34m)"
3125,107,2nd round,"[5] Rachael Chadwick (ENG) bt [WC] Jasmin Ballmann (SUI)
							[h2h]","11-5, 11-6, 11-1 (20m)"
3126,107,2nd round,"[9/16] Cindy Merlo (SUI) bt [4] Milnay Louw (RSA)
							[h2h]","7-11, 11-7, 6-11, 11-6, 11-4 (40m)"
3127,107,2nd round,"[3] Ineta Mackevica (LAT) bt Karina Tyma (POL)
							[h2h]",w/o
3128,107,2nd round,"[7] Jasmine Hutton (ENG) bt [9/16] Emilia Korhonen (FIN)
							[h2h]","11-4, 11-7, 11-6 (21m)"
3129,107,2nd round,"[6] Chloe Mesic (FRA) bt [9/16] Riina Koskinen (FIN)
							[h2h]","11-5, 11-6, 11-7 (24m)"
3130,107,2nd round,"[2] Menna Hamed (EGY) bt [9/16] Eva Feřteková (CZE)
							[h2h]","11-5, 11-3, 11-5 (17m)"
3131,107,1st round,[1] Sarah Cardwell (AUS),bye
3132,107,1st round,"Celine Walser (SUI) bt [9/16] Lowri Roberts (WAL)
							[h2h]","11-6, 6-11, 11-4, 11-8"
3133,107,1st round,"[9/16] Lily Taylor (ENG) bt Georgia Adderley (SCO)
							[h2h]","12-10, 4-11, 9-11, 11-7, 11-3"
3134,107,1st round,[8] Grace Gear (ENG),bye
3135,107,1st round,[5] Rachael Chadwick (ENG),bye
3136,107,1st round,"[WC] Jasmin Ballmann (SUI) bt [9/16] Taba Taghavi (IRI)
							[h2h]","11-5, 11-3, 11-5"
3137,107,1st round,"[9/16] Cindy Merlo (SUI) bt [WC] Ambre Allinckx (SUI)
							[h2h]","11-7, 12-10, 11-8"
3138,107,1st round,[4] Milnay Louw (RSA),bye
3139,107,1st round,[3] Ineta Mackevica (LAT),bye
3140,107,1st round,"Karina Tyma (POL) bt [9/16] Sanne Veldkamp (NED)
							[h2h]","11-2, 11-6, 11-1"
3141,107,1st round,"[9/16] Emilia Korhonen (FIN) bt Paulina Krzywicka (POL)
							[h2h]","11-5, 12-10, 11-9"
3142,107,1st round,[7] Jasmine Hutton (ENG),bye
3143,107,1st round,[6] Chloe Mesic (FRA),bye
3144,107,1st round,"[9/16] Riina Koskinen (FIN) bt Nadine Frey (SUI)
							[h2h]","11-8, 12-10, 10-12, 11-9"
3145,107,1st round,"[9/16] Eva Feřteková (CZE) bt [WC] Sarah Lüdin (SUI)
							[h2h]","11-3, 11-8, 11-13, 11-7"
3146,107,1st round,[2] Menna Hamed (EGY),bye
3147,108,Final,"[3] Olivia Fiechter (USA) bt [5] Menna Nasser (EGY)
							[h2h]","11-6, 11-9, 13-11"
3148,108,Semi-finals,"[3] Olivia Fiechter (USA) bt [1] Nicole Bunyan (CAN)
							[h2h]","6-11, 11-9, 8-11, 13-11, 12-10"
3149,108,Semi-finals,"[5] Menna Nasser (EGY) bt [2] Kace Bartley (ENG)
							[h2h]","11-4, 11-6, 11-9"
3150,108,Quarter-finals,"[1] Nicole Bunyan (CAN) bt [8] Nessrine Ariffin (MAS)
							[h2h]","11-4, 11-8, 11-6"
3151,108,Quarter-finals,"[3] Olivia Fiechter (USA) bt [6] Charlotte Jagger (ENG)
							[h2h]","11-3, 11-3, 11-8"
3152,108,Quarter-finals,"[5] Menna Nasser (EGY) bt [4] Lucy Beecroft (ENG)
							[h2h]","11-8, 3-11, 11-6, 11-7"
3153,108,Quarter-finals,"[2] Kace Bartley (ENG) bt [7] Alicia Mead (ENG)
							[h2h]","11-6, 7-11, 11-7, 11-4"
3154,108,1st round,"[1] Nicole Bunyan (CAN) bt Marie Stephan (FRA)
							[h2h]","11-7, 11-9, 11-6 (30m)"
3155,108,1st round,"[8] Nessrine Ariffin (MAS) bt Zahab Kamal Khan (PAK)
							[h2h]","11-2, 11-0, 11-3"
3156,108,1st round,"[6] Charlotte Jagger (ENG) bt Fanny Segers (FRA)
							[h2h]","3-11, 11-8, 11-5, 11-5 (38m)"
3157,108,1st round,"[3] Olivia Fiechter (USA) bt Melissa Alves (FRA)
							[h2h]","12-10, 11-5, 5-11, 11-5 (44m)"
3158,108,1st round,"[4] Lucy Beecroft (ENG) bt Julia Le Coq (FRA)
							[h2h]","11-4, 11-5, 11-6 (28m)"
3159,108,1st round,"[5] Menna Nasser (EGY) bt Alexa Jacobs (USA)
							[h2h]","11-4, 11-2, 11-8 (26m)"
3160,108,1st round,"[7] Alicia Mead (ENG) bt Elspeth Young (SCO)
							[h2h]","11-5, 11-6, 11-6 (30m)"
3161,108,1st round,"[2] Kace Bartley (ENG) bt [WC] Quincy Beck (CAN)
							[h2h]","14-12, 11-5, 8-11, 11-9 (45m)"
3162,109,Final,"[1] Samantha Cornett (CAN) bt [4] Lucy Turmel (ENG)
							[h2h]","11-5, 11-6, 11-7 (27m)"
3163,109,Semi-finals,"[1] Samantha Cornett (CAN) bt [3] Enora Villard (FRA)
							[h2h]","11-5, 11-5, 12-10 (28m)"
3164,109,Semi-finals,"[4] Lucy Turmel (ENG) bt [2] Nikki Todd (CAN)
							[h2h]","11-6, 11-8, 11-9 (34m)"
3165,109,Quarter-finals,"[1] Samantha Cornett (CAN) bt [9/16] Diana Garcia (MEX)
							[h2h]","11-5, 11-7, 12-10 (26m)"
3166,109,Quarter-finals,"[3] Enora Villard (FRA) bt [7] Emilia Soini (FIN)
							[h2h]","11-7, 11-9, 11-8 (31m)"
3167,109,Quarter-finals,"[4] Lucy Turmel (ENG) bt [9/16] Anna Serme (CZE)
							[h2h]","11-6, 11-8, 11-6 (25m)"
3168,109,Quarter-finals,"[2] Nikki Todd (CAN) bt [6] Catalina Pelaez (COL)
							[h2h]","11-5, 7-11, 11-5, 12-14, 12-10 (46m)"
3169,109,2nd round,"[1] Samantha Cornett (CAN) bt [9/16] Anna Kimberley (ENG)
							[h2h]","11-4, 11-2, 11-6 (23m)"
3170,109,2nd round,"[9/16] Diana Garcia (MEX) bt [8] Jemyca Aribado (PHI)
							[h2h]","13-11, 11-4, 10-12, 11-9 (38m)"
3171,109,2nd round,"[7] Emilia Soini (FIN) bt [9/16] Au Yeong Wai Yhann (SGP)
							[h2h]","11-5, 11-3, 11-2 (19m)"
3172,109,2nd round,"[3] Enora Villard (FRA) bt [9/16] Cristina Gomez (ESP)
							[h2h]","11-8, 11-3, 8-11, 12-10 (38m)"
3173,109,2nd round,"[4] Lucy Turmel (ENG) bt Deirdre Bradd (CAN)
							[h2h]","11-1, 11-1, 11-2 (13m)"
3174,109,2nd round,"[9/16] Anna Serme (CZE) bt [5] Alison Thomson (SCO)
							[h2h]","12-10, 11-8, 13-15, 11-9 (45m)"
3175,109,2nd round,"[6] Catalina Pelaez (COL) bt [9/16] Mary Fung-A-Fat (GUY)
							[h2h]","11-8, 7-11, 11-3, 11-8 (27m)"
3176,109,2nd round,"[2] Nikki Todd (CAN) bt [9/16] Tessa ter Sluis (NED)
							[h2h]","11-4, 11-2, 11-5 (16m)"
3177,109,1st round,[1] Samantha Cornett (CAN),bye
3178,109,1st round,[9/16] Anna Kimberley (ENG),bye
3179,109,1st round,"[9/16] Diana Garcia (MEX) bt Yemisi Olatunji (NGR)
							[h2h]",w/o
3180,109,1st round,[8] Jemyca Aribado (PHI),bye
3181,109,1st round,[7] Emilia Soini (FIN),bye
3182,109,1st round,"[9/16] Au Yeong Wai Yhann (SGP) bt Catherine Giachino (CAN)
							[h2h]","11-4, 11-1, 11-1 (14m)"
3183,109,1st round,"[9/16] Cristina Gomez (ESP) bt Bruna Marchesi Petrillo (BRA)
							[h2h]","11-3, 11-7, 11-6"
3184,109,1st round,[3] Enora Villard (FRA),bye
3185,109,1st round,[4] Lucy Turmel (ENG),bye
3186,109,1st round,"Deirdre Bradd (CAN) bt [9/16] Jelena Dutina (SRB)
							[h2h]","14-12, 11-5, 11-9 (21m)"
3187,109,1st round,"[9/16] Anna Serme (CZE) bt Holly Delavigne (CAN)
							[h2h]","11-2, 11-3, 11-4 (15m)"
3188,109,1st round,[5] Alison Thomson (SCO),bye
3189,109,1st round,[6] Catalina Pelaez (COL),bye
3190,109,1st round,"[9/16] Mary Fung-A-Fat (GUY) bt [WC] Paula Jenkins (CAN)
							[h2h]","7-11, 11-3, 4-11, 11-1, 11-6 (32m)"
3191,109,1st round,"[9/16] Tessa ter Sluis (NED) bt Micaala Seth (CAN)
							[h2h]","11-5, 12-10, 11-5 (18m)"
3192,109,1st round,[2] Nikki Todd (CAN),bye
3193,110,Final,"[1] Samantha Cornett (CAN) bt [2] Hollie Naughton (CAN)
							[h2h]","11-5, 11-7, 11-8 (33m)"
